Element,Stream-salt water,HXutility-H1,Stream-salt water,Mix tank-M1,Mix tank-M1,Pump-P1,System,System,Simple TEA,Simple TEA
Variable,Salt flow rate [kg/hr],Heat exchanger temperature [K],Salt solution price [USD/kg],Mix tank retention time [hr],Mix tank mixer power usage [kW/m3],Pump design head [kPa],Total heating duty [kJ/yr],Total electricity consumption [kWh/yr],Total capital expenditure [USD],Net present value [USD]
59,47.598763006222526,398.0762794679953,-0.07319034600251632,0.9991310027624348,0.09636342643912724,416808.0615082275,9160798833.494492,10154.76267878292,63285.405354772854,9634437.982905421
60,54.32039353278046,316.7629509550752,-1.2963083445200618,0.9892924030252516,0.11222929632648623,413902.8843990505,498006283.29848593,10567.666192106193,59658.60194476673,180044318.45609236
61,46.43481633463723,390.1896844208393,0.10507501494119709,1.0559033665925242,0.10572003114285902,392636.791784847,7384763981.149023,10201.576017834583,64148.62894776408,-14964721.333572417
62,45.28478604032567,372.31211577256056,-0.7336474183145324,1.0316957846601587,0.10254333887690069,382082.19458701124,6417580308.667623,9804.33837895029,63053.71475354122,101126082.25244686
63,47.372135935042806,321.32060726114304,1.7461145106582667,1.000737758091836,0.11810971396250243,452933.6687539942,524931072.8062313,11475.725389502555,62176.59351155411,-241911870.37897423
64,45.54314188819771,320.63941959307954,1.6240602730402727,1.0251866462682135,0.09866005472017052,421559.76139993954,271235755.75079185,10434.444943590564,61952.27335571378,-224794902.9670287
65,52.475311676294886,326.75164445497353,-0.4991778632967402,0.9966517284214436,0.10237626873008472,460548.4692441374,2711906819.673226,11080.700336810254,63254.27628618302,69104807.64069897
66,47.07103158865049,368.9558587394118,0.24808561760468031,1.0670591159273686,0.10077171673356289,472106.67119137244,5252411641.058367,11500.443597667752,65909.18694536001,-34673426.33348823
67,46.20407544359445,370.9085835182652,-0.32236385879955265,1.0300181804049295,0.10909096346137215,431762.02658309817,5351363690.905598,10929.55428968397,65167.008136189404,44293526.12736737
68,50.46967219012564,355.2432291566899,1.232531626445522,0.9510896193283527,0.10020057280836177,364575.3238315085,4420552125.3293495,9222.630621283626,60788.50835566388,-171225980.92147464
69,48.607872137242005,306.34903568339234,-0.893067847018903,0.9837879944458834,0.08671502729589983,393876.7386006684,0.0,9479.018156686294,61242.858984423896,123659038.30052501
70,46.80010131132775,307.88322608375756,1.8741262818017976,1.0798598854063506,0.1157750348546805,441205.51850236894,271692857.62005335,11401.409374114159,62672.987887938354,-259556068.5926753
71,52.833745611041394,381.84531264719493,0.8513269653499999,0.9974539482340008,0.09537972158428036,377442.0674485958,6330805463.315056,9485.530981959959,62668.53864704326,-118581932.66609566
72,52.56391966895751,345.36136719576695,0.8138324822687828,1.0072924376007961,0.08318791085747991,454703.5833187419,4056591800.4528213,10485.214291706672,64036.41495180527,-113255041.17034437
73,49.11330426858464,335.52080493701453,-0.17534835671599303,1.0867343750798701,0.07888803081919671,360343.8930819182,3156996248.9749193,8846.339041772164,63021.82571973934,24086798.69442792
74,45.75725287422034,313.9221032135987,0.3335863711252573,0.9872690610837287,0.1059965011495743,369417.32803210296,0.0,9586.778517777699,60539.458759684145,-46229174.97404293
75,49.33020578541278,340.4920781872903,0.5607343016185762,1.016534187044312,0.09426537555879608,410614.82076162635,2156262711.76256,10098.200043981442,61591.89121158303,-77899579.32364048
76,45.66246279792677,383.3987378090422,-0.28479992066563764,1.0113770881439854,0.1114044929770333,388210.3667658642,7916444665.984891,10093.933210181869,62976.48604662688,38965220.09357123
77,45.94698870465573,386.37079055449107,1.0517087731350176,0.9332006175873467,0.08850604654442001,395202.7689062677,8085317348.539057,9375.65588976743,61423.09919319341,-145998427.28046358
78,50.17648469520531,393.6929662719797,-0.6566152083898147,1.0144234027458816,0.10920422961448781,367325.5483396648,7783771734.84755,9729.804403529588,63427.30014895337,90621143.51776206
79,51.935975827159474,378.69566414240825,0.062167292426537395,0.9779354853041895,0.09749441999574322,408202.880896401,6614359433.222175,10013.17859474959,62176.31415173221,-9009791.698604215
80,47.63411545808292,334.5486085832674,-1.0934931768521223,1.002076129387295,0.10486097094174922,370251.9267842227,1604946038.7231054,9631.61468950043,60951.018022689845,151313643.87565807
81,52.39781240754606,302.1927724321857,-1.4770046336713947,1.0378947180207214,0.11476407574387629,417775.14713231433,0.0,10871.739508223362,62892.22750550184,204940893.91396227
82,49.239446840425884,399.61291978334214,0.6304445780144134,1.0703809124980217,0.10291478800748186,449375.2261179035,9239655589.416845,11135.581636995621,67023.13341706758,-87900185.39596288
83,51.71679609294794,346.601530651343,0.19007384972790398,1.00837146004734,0.08867165293082863,498792.01851253957,4420909438.7050905,11386.829029659904,64156.80875770286,-26659183.852229334
84,51.69897075470015,314.19792272275237,-0.9693649585090378,1.045626331320301,0.08521425026459999,419093.0037017096,84279022.28245221,10040.289298582235,58461.29391498923,134461740.24152422
85,54.67455316400506,317.08157547557954,0.7867185549189343,1.061975769061084,0.11513369619780428,390363.5803039429,38597573.85443677,10490.369102836581,58443.785666475305,-109407198.56201062
86,53.22163909829623,330.74309772850194,0.432977523432461,0.9911030407935554,0.08013678690798696,435283.1273718278,2912087690.9054604,10004.046819949821,63230.94232933938,-60341035.25359744
87,50.727705826648744,329.34312108158605,-1.743334733930273,0.9459515851522575,0.10337289446459394,380034.40621712385,2457265310.593677,9545.414826015034,59935.94042330545,241646727.6797796
88,53.17406655624786,312.00058511103384,0.7264121580103337,0.9277744703622278,0.09781914952067726,423946.7315386244,1228466878.2356734,10115.465272422047,58854.19957602799,-101008368.25344123
89,45.44840993546087,396.85333098724277,1.1771503910888743,0.9749475528899351,0.0806427900705172,386107.0199064553,8657592280.26235,9119.463532557776,62703.10113929347,-163347135.40927568
90,49.01616643238017,323.4027424684892,-0.7471758935765207,1.0442810718411046,0.09934072623857344,430523.58211603394,1565838561.725645,10625.40851964039,63807.023828609555,103414560.60686006
91,48.32185845006521,371.2491424807647,1.152347702132137,1.0176200102949486,0.09523623831133905,445443.3339065523,6494723541.364751,10685.70463954089,64968.70084936281,-160040338.04862958
92,47.835628179758096,376.52144129823824,0.9859598009538736,1.0651339188368776,0.10159474285566975,384621.652175333,5838759053.833728,9973.551196306169,63873.97137165169,-136921746.16563416
93,49.51146504723788,359.60046161333344,2.2821868937248504,0.9818194147023023,0.10726461526388714,334063.4966386555,5963496482.292898,8914.564182927204,61608.711315552035,-316737486.5107448
94,49.86278049607963,336.02858134526105,-0.22406339376284698,1.0131248392104684,0.08262969800832345,448136.4004114518,2477991486.1689835,10390.717243835225,63702.59805997301,30880905.85763858
95,48.52645496407233,379.78635572974656,0.2691281990526252,1.0154785614153694,0.09279180035896419,432534.8302637951,6923683479.751628,10399.460349015579,65163.723504982096,-37691308.869531564
96,48.09294897110062,349.7466301166282,2.6985766868300325,1.053935876808316,0.08620482762154011,325876.0438298226,3755703280.046823,8404.765995460848,62715.77761204049,-374100644.91212165
97,51.56961258017451,374.37328590090084,0.7551304556189058,0.9498835516962627,0.09979503883587307,392188.6700772584,6375376206.701483,9701.530379634143,61434.985383716754,-105160655.04696962
98,53.953859301758115,319.62774079166,0.21039411152802898,1.020971615221188,0.08426162209843668,362173.80458346853,2037893654.0379634,8880.52093613933,61163.60246388693,-29393897.335553396
99,54.5090193183764,391.0416082935194,-1.037701695406191,1.0236173349629185,0.10664989872526559,355785.1360602221,8609272705.475227,9439.137578527492,63433.5839507697,143735012.9875214
