Element,Stream-salt water,HXutility-H1,Stream-salt water,Mix tank-M1,Mix tank-M1,Pump-P1,System,System,Simple TEA,Simple TEA
Variable,Salt flow rate [kg/hr],Heat exchanger temperature [K],Salt solution price [USD/kg],Mix tank retention time [hr],Mix tank mixer power usage [kW/m3],Pump design head [kPa],Total heating duty [kJ/yr],Total electricity consumption [kWh/yr],Total capital expenditure [USD],Net present value [USD]
48,54.05862518842372,312.9426943788561,-1.0114023406587112,0.9817197107305687,0.09640466713647781,363689.20317812485,941405145.3253614,9168.29945510836,59739.52388826127,140415901.44419977
49,51.322513594089465,342.3085815055897,-0.2576720115102931,0.987294330147917,0.09705177731175646,401060.29363153933,2636536511.78711,9916.203518414764,61132.172394208355,35561797.01895065
50,51.93830617063497,364.5385216992863,-0.010128860010633721,1.032451577909459,0.10082625565360408,394021.2569666807,4732822998.669133,10030.762805558554,62850.02984459376,1113080.4741419419
51,48.36767048888263,358.11269127700973,0.2034975398949095,1.0758911847088086,0.0965585136249542,428131.38212112745,5178226016.539429,10575.029982714394,65769.59549865441,-28513009.706409685
52,54.95094804523014,307.41272158222284,0.6285003060451412,1.0042689629198789,0.10433337824983603,413270.70927784627,0.0,10375.110313432337,60907.7542125528,-87441004.2239384
53,45.0740983796335,309.6464119795994,1.7403036751371717,1.0011742188239148,0.09305672533891268,405657.42409593955,146919830.6020636,9801.106468331063,57763.26901606633,-240813305.81941223
54,47.32537925952626,359.6889965160322,0.02935148253217856,1.0656461915012394,0.1169912094074565,320534.04814325937,5139751093.4076,9248.494360896279,63289.425648665885,-4376770.757908407
55,45.83795718680891,305.00326914835534,1.0212533119302696,0.9591498619195239,0.08993415338127139,344813.70986936614,0.0,8598.169923075171,60009.65168986756,-141404240.441938
56,50.404488978493,373.7505140358125,-0.707673449529418,0.9989149188769014,0.08936177617831928,408653.31120059785,6770175716.431765,9816.553673452025,62468.08730820679,97761609.4492433
57,54.67225342673001,395.81831444253044,1.7634566245635208,0.9227058716049577,0.09403070891923776,377212.76445360837,8496752608.905352,9212.713848620822,61576.726861459334,-245559482.95571548
58,45.5547694318107,332.84497839392213,1.1933258413666399,0.9971372898014722,0.11020224249507189,365898.1652609782,2887398248.7072153,9620.233304635389,61073.475432022155,-165319463.71853375
59,48.899828071888045,380.706138379937,0.059228529162321034,0.958123256681903,0.09577752064595084,421504.6425332462,6942204524.053521,10136.830177117912,61814.6266437418,-8604954.861784192
60,53.80416915838344,336.50731135043236,0.978428670487273,1.0589521875210435,0.10345266681936058,428253.12635945773,2381079981.9923263,10784.000414001212,64634.238600186305,-136111237.5172004
61,53.790139386977984,368.33366425266706,0.40630629410499886,0.9444084250384331,0.10671212620571253,380375.0194564638,6167711590.6521435,9647.627185553667,61151.118709607246,-56804137.18402824
62,47.65411781064101,311.5248917013137,-1.1435362813174659,0.9923461448787744,0.09289285926846773,417731.05928642524,489605432.30046207,10063.0791797358,59598.2876136798,158300356.96710134
63,53.56813721193638,375.7287400214729,-1.1921568410942731,0.9724030294768123,0.11302069895291257,349970.3312075173,5687979480.524382,9415.45355772102,61852.68647966792,165263849.6860793
64,53.17698653365445,351.88419558449385,0.8075008865448382,1.082398708459073,0.08326863363192061,403882.5712343608,4720110507.688907,9757.511007667512,63571.40691940106,-112439928.96302088
65,54.892416608822174,360.3793874463957,0.11290907645848886,0.9787692525905117,0.09845759218480431,335996.4532343635,5632576149.741761,8722.5021880018,61574.980287683895,-16027400.559036717
66,53.37432473113949,348.6041142167279,1.376888008945428,1.0103960946363224,0.08008078301085522,426004.3406571167,4284375670.483528,9897.22477350538,64169.860936447105,-191515896.27105182
67,48.24641996002734,333.34808241431006,-0.13253227283073277,1.0355296235336584,0.10724273985819958,424467.1724380575,3339647048.9785657,10684.571497925732,64240.94137439831,18133451.87516222
68,45.64811855067369,370.05745418368946,0.19626299999379654,1.0142673129493198,0.08461334950782283,390510.35830472154,6362235391.307778,9387.096028345542,62645.69376524592,-27526679.58385756
69,45.97655129737272,390.3570521987203,-1.1023716673942885,0.9296541879924127,0.09892264126271197,446860.35966052196,8908484723.836353,10541.366852329935,63676.69691448842,152071019.45998204
70,48.407746550532856,349.22306750830046,-0.4378747750084035,0.9762010581834558,0.11532151251436665,411450.8161291696,3824217379.7203116,10546.229884742012,61223.749375613916,60423093.56809878
71,48.72110046258756,357.23641800166064,0.2624984157961183,0.9849170582778464,0.11393101268649385,441909.23401663115,5179080501.859064,11052.79250611833,63888.04476230891,-36692687.50932604
72,50.7288607237226,376.4247858405005,2.044112151568673,1.0008082436180497,0.08526128099866867,361689.8344964099,6046839725.560341,8908.468751061648,62474.36330873052,-283905395.65150535
73,47.56217307598997,340.1980792923103,-0.44667065881593054,1.0174221155907963,0.10120083284154013,354988.18905985984,3496220435.592553,9239.15055636389,61741.01329779813,61632083.59856675
74,46.58488144992225,399.78165693052847,-1.623813833093374,0.9952459356298806,0.08784094841335073,397508.20150440524,9854051375.546131,9536.343082473944,63243.37309512205,224259012.81895393
75,46.31616466077113,355.5532313773245,0.5520205359057249,0.9805199152915296,0.11545346148111722,454337.3637709933,5202252763.307318,11287.053479895441,63758.66654044493,-76726088.96452639
76,48.92011831473873,374.5706183071596,2.599509315173819,0.9691165383023682,0.08392966403323329,474313.59698693716,5877122694.436811,10795.766406333132,64062.76396529722,-360624645.45963216
77,46.467097006882746,304.5210543357082,0.4932856073107701,1.04020895997787,0.09741302150186748,414051.06657480414,0.0,10267.307657411222,62139.91669716608,-68370880.4673191
78,45.48931851479212,323.7652972940205,-0.701403683163781,1.0626299241398651,0.11089843860963704,384271.5339887117,1105371070.3358672,10213.571550114082,61752.473135143664,96927270.34361356
79,47.99445302711313,314.9301698362287,-0.23078383945670938,0.9784614364348683,0.10698915459148052,391595.5992111402,1330828052.2819371,9928.456004497471,59989.74147028669,31841837.56730762
80,51.85053209552056,388.68154803166834,-0.32722435937683286,1.0863101055214492,0.11198003143492594,406986.9140099024,7818219623.017606,10726.42504678345,64735.248084372215,44975112.67577969
81,49.050400643769244,306.5278190562763,-0.9900560407550726,0.9890096183427157,0.0911954541641879,370475.1219694967,0.0,9194.69512083887,61196.71270079247,137133197.26245797
82,50.213916888627615,318.0845348395889,0.6116121933068819,1.0740158603301238,0.07917111309140798,458412.6603802789,1386412855.5793657,10580.490037908608,64270.82354981039,-84955468.18031998
83,51.02963681479927,382.33831321618675,-0.2955760683479281,1.003578796749515,0.09257828035558784,375243.9263969711,6379461538.07308,9378.888360201312,62803.54254469355,40636971.1194241
84,52.57639899090798,310.59752274825195,-1.3126437466187209,0.9927432019345189,0.10309571101299114,435046.33194915537,452768249.39291406,10668.709242640562,61741.40700914784,182159418.34051663
85,48.16902865702195,302.9806356564367,-1.6504404559718482,1.046065978485736,0.09951327004516566,451188.84588240465,131693047.87288389,10975.390742818909,60818.513974501955,228583403.24335432
86,50.919951721888836,394.30608948316626,0.021352094658769277,0.9612100693247435,0.10908362750249949,459549.3827884197,8182939411.306398,11196.155702014184,64561.10531963358,-3420559.9226828557
87,53.24854409962055,331.42097562295135,0.5078706034443997,0.9564086419852724,0.08851495567706684,433563.41293901193,2204560429.470383,10156.068141239428,62350.00893687843,-70709215.07954904
88,53.43367769522265,396.303993141135,0.41416696850309176,1.0450511847878778,0.10395934019828289,336701.89384222426,8660463028.384306,9100.542263212443,64074.668723411094,-58006690.22653037
89,49.29877433423583,317.53574034077724,-0.3984554546551957,0.9542402429574087,0.1045215392848659,387973.11921706575,989727219.2554541,9752.877672388719,59330.17320895493,55121652.48514719
90,52.311874138102304,367.3510850414099,1.4579690892774189,1.0251185271855983,0.07922004409008335,368429.4385816324,5236919245.562735,8911.794201079369,62781.90338069116,-202715962.21525577
91,54.71834593185332,321.5943133138238,-2.4997099017635884,1.0223567623059169,0.10181200236481242,439988.9339278233,385006677.45497036,10869.66267540557,62457.37108779102,347337637.60885334
92,49.113479080251146,344.6274569750031,-0.33923943878946045,0.9827975857815743,0.09469114854484668,398996.2709875428,4374755579.981539,9728.866880936166,61314.24101210569,46746814.2985438
93,48.60601329036986,328.870279961173,0.7814263838251484,0.9906362687878674,0.09161397153406518,438159.311604961,2040833649.4202695,10396.296893434253,62964.11168738601,-108450083.93393779
94,51.59187968667827,301.9088491399341,0.6683285932439369,0.9654387785350955,0.08806247438087778,312395.03755758086,0.0,7988.075990542009,60616.89804747371,-92829765.72697435
95,46.89739499031908,335.5131675611865,-0.5215349341198351,1.0116330804293823,0.08890496854788017,416227.6835208339,1784804680.697732,10020.41846666718,61265.78154132574,72058443.79713278
96,47.008644179272025,346.85224627963635,-0.0713118712187939,1.0490020810962777,0.11610617483736774,408333.6522076882,2817482207.9588795,10788.250331906287,62535.855402429,9671841.289972106
97,54.31892550239326,372.89642953024185,-1.8389959864738092,0.9993064383444201,0.08981352565720767,463123.79816545383,7278822036.173838,10780.884355538235,64684.846263054686,255129643.23130774
98,51.175489796944085,339.12197239029865,1.099111457330728,1.031399415611318,0.11337752900975712,359084.4618759729,2362038303.6509275,9761.14819767733,61824.20904151106,-152677240.23335782
99,49.34101333924465,371.84403964188755,0.15070562505294488,1.0393907980086237,0.08497485411700255,385645.2617589156,6837464562.623131,9366.519709355356,63233.13076239672,-21283490.34645442
